age,gender,eye_cream,exfoliator,peptide,cleansing_oil,sun_cream,cream,cleanser,face_mask,sunscreen,bath_salts,body_wash,ha,mask,toner,mist,body_lotion,gel,moisturizer,hair,serum,cluster,user_id
66.0,1,0,14,0,0,0,0,18,0,0,0,4,0,0,0,0,85,2,5,16,0,0,2a967aa9-43e4-40bd-b78c-117727454970
64.0,1,0,29,0,0,0,18,0,0,0,47,15,0,0,0,5,63,0,0,33,0,0,0325322b-1087-4e0d-a0dc-acab3f1a0adc
57.0,1,0,12,0,0,5,19,2,0,0,0,1,0,0,8,0,55,0,0,26,0,0,5a41c581-e192-456d-913f-685ebc7cc76f
15.0,1,0,0,0,0,0,19,7,0,0,16,0,0,0,0,19,0,0,0,58,16,2,f5c51313-d823-40ba-bc22-a1db50e81e84
63.0,1,0,12,0,0,0,19,5,0,0,0,0,0,0,0,62,21,0,6,26,0,0,5b67567a-e956-4c64-95ac-f6b2440c2334
73.0,0,0,0,0,0,0,17,0,0,0,0,22,0,0,0,0,19,11,49,22,3,1,88a09670-075b-47ef-a9f9-8d9aff46af86
47.0,1,3,25,0,0,10,12,0,1,0,0,0,0,1,0,0,0,12,29,23,0,2,fd2477c6-11d8-4071-8f07-98d76eded0be
91.0,0,0,5,0,0,0,19,0,0,0,0,18,0,0,0,13,20,0,14,58,26,1,59282dca-d84e-4e07-a902-4c061a6e3055
14.0,0,0,7,0,0,0,10,0,0,10,0,18,0,0,0,0,49,13,22,2,4,3,64ad9c9e-d95f-4926-9f85-4fe389bf1638
68.0,1,0,32,0,0,0,0,0,0,0,35,14,0,0,0,9,32,0,0,54,0,2,92d35d39-f680-4e6b-9cf3-f2cc748773d9
39.0,1,0,76,0,0,17,27,0,0,0,0,0,16,0,0,14,15,19,14,14,8,4,7803dc50-02ea-4bf2-8e8a-12238aa7b748
25.0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,5,65,0,6,112,0,2,77aa7b05-bbac-47bb-a1f4-729e0837c786
89.0,0,0,0,0,0,4,0,2,0,0,0,4,3,0,0,0,41,0,0,30,89,1,eb5b57d8-ab23-4b5a-b6c1-2844fd2908b0
80.0,0,0,0,0,0,0,6,0,0,18,0,62,0,0,0,7,83,13,0,18,0,1,3dbb208b-5c26-42e5-8076-e8bf75362931
40.0,1,0,16,0,0,0,1,0,0,0,0,0,0,4,0,11,85,0,2,17,0,4,110bc7ee-ce5b-43a4-bbcc-32a4765993d6
85.0,1,13,19,0,0,0,0,23,0,0,0,0,0,0,0,0,120,1,0,16,15,0,44e1da87-01ca-48ab-910b-50115120c03f
67.0,0,0,14,0,0,0,32,0,16,6,0,16,0,0,0,0,53,1,0,19,0,1,94cf1158-4455-436b-95a6-db95d9dee39e
76.0,1,0,3,0,0,0,0,8,0,0,0,0,0,0,0,23,9,13,82,26,23,0,8bffa86c-ac8a-45ee-9f69-2c67f7c1eb29
84.0,1,0,18,0,0,0,0,16,0,0,0,17,0,0,0,0,61,0,0,85,0,0,2643c8cb-597d-4954-88ae-597596d56dd6
77.0,0,0,18,0,0,0,22,0,0,0,0,0,0,0,0,10,126,0,0,51,0,1,206f02b1-fd96-4801-9ae7-674ccda03df9
95.0,1,0,0,0,0,0,11,8,25,0,0,31,0,0,0,0,35,0,15,41,0,0,259f2208-5330-4d5d-a471-9ace97e069eb
56.0,1,0,0,0,0,0,16,1,0,0,0,10,0,0,0,0,9,0,31,13,17,0,283aef0b-5c78-4519-9552-7020ec49db83
44.0,1,0,29,0,21,0,0,0,9,0,0,19,0,0,0,12,0,0,19,66,8,2,e6b482fc-0538-4002-a8f5-1e46e69353c2
41.0,0,0,6,0,0,0,76,12,17,0,18,23,0,7,0,0,48,0,16,13,0,3,1d3f63b4-e18c-4a1c-a3a7-78ee512f98f0
2.0,1,0,34,0,0,0,17,12,6,0,0,17,0,0,7,0,8,0,0,58,18,4,03534981-e058-486e-b93e-f37814e7e961
6.0,1,0,0,0,0,0,0,16,0,0,0,0,0,0,15,6,16,28,29,65,0,4,f1c4d789-844f-46e2-8a3a-a9dec2a52a31
67.0,1,0,0,0,0,0,6,0,0,14,0,52,0,0,15,0,22,0,82,1,21,0,f880eaec-8e15-4bc6-bd90-40da0cf5e3ee
11.0,1,0,7,0,0,0,18,0,0,0,0,0,0,3,0,0,51,3,32,7,21,4,f763d7df-3a36-4afb-a716-4a14d364ed6e
0.0,1,0,0,0,0,0,0,17,0,0,0,13,0,0,0,73,46,0,0,26,16,4,6b7f825b-a03d-4bd4-8a6b-39cfe3d43ba2
34.0,1,0,4,0,0,0,9,0,4,0,0,0,0,0,0,0,21,0,53,45,16,2,c5720909-80f0-4cef-98d2-bd47116b2e83
13.0,1,0,2,0,0,0,0,19,0,0,0,0,0,0,0,21,22,0,64,40,8,4,3c310804-246f-4558-93ed-f41b15e85936
85.0,1,0,11,0,0,0,0,0,0,0,0,7,0,0,0,0,98,0,20,54,25,0,15107099-6b60-4044-9743-bce3a8273a3f
15.0,1,0,29,0,0,9,15,4,0,0,0,0,0,0,0,0,5,16,6,73,0,2,52de15a8-2896-45b9-96a7-5b20cc1c58d6
40.0,1,0,2,0,0,0,0,0,0,0,0,16,0,0,0,0,32,0,36,62,3,2,f0ffef2c-5179-449e-8f3d-f394cb8efce6
30.0,0,0,16,0,0,0,0,66,0,0,0,11,0,0,7,0,18,0,0,31,30,3,0bdc184c-90a1-4f0b-a474-59408918db79
63.0,0,0,0,0,0,0,0,14,32,0,0,83,0,0,5,7,33,0,0,12,19,1,e7acbf2b-2f4e-44be-8de5-6013e43a2036
29.0,1,0,4,0,0,0,14,0,0,0,0,0,0,6,0,0,6,30,0,46,31,2,5016e119-fa8e-4ef9-824f-a1c47ceb2a29
29.0,0,0,40,0,0,0,12,23,0,0,0,5,0,11,0,19,15,55,3,0,2,3,49207af3-3913-4094-b07f-594b6fb4fc9f
97.0,1,0,11,0,12,0,29,0,1,0,0,14,0,11,0,2,36,0,27,6,0,0,ed08f4b4-f0b8-4826-8215-2adc7952bf2f
12.0,1,0,25,0,0,0,17,34,0,0,0,4,0,0,0,0,34,0,17,16,72,4,888f90c5-b22a-4aed-a8c2-f150ba797f81
41.0,1,0,0,0,0,0,0,0,0,0,0,35,0,11,0,0,58,0,48,15,8,4,2159166c-5faa-43fb-a92c-a46b2a6a86a8
50.0,1,0,0,0,0,0,19,4,0,0,0,8,0,0,0,0,30,0,16,26,64,4,19b0adcb-d11d-4acc-a171-7facbb1ffd34
8.0,0,0,18,0,0,0,89,0,0,14,0,12,0,0,0,0,22,0,4,8,32,3,11ab46b4-ef8c-4cbf-8cfb-d27ec20de80d
85.0,1,0,13,0,0,0,1,2,0,0,0,0,0,0,0,0,35,0,13,62,14,0,86573af7-fe0b-495b-8f0f-b45b086b468c
45.0,1,0,9,0,0,0,19,0,0,0,0,20,0,0,0,0,35,0,26,7,35,4,5b1eebcc-deab-4fca-ac35-b9768eb67480
56.0,0,0,31,0,0,0,1,7,0,5,7,56,0,0,0,0,4,0,23,18,16,1,06f2fee0-fe37-4bac-90f2-1fc35a945b3c
74.0,0,0,18,0,0,0,4,0,69,0,0,11,0,16,0,0,0,0,1,68,12,1,30c32ccf-5439-4c52-945d-b15c35106644
70.0,0,0,2,0,0,0,0,13,17,0,0,16,0,0,0,13,0,0,56,39,1,1,4fcf7961-782e-4480-b835-8e13c9508ed7
62.0,1,0,14,0,0,0,72,16,0,0,0,14,0,0,0,7,22,35,28,9,12,0,564ada0f-c6cc-45af-b411-0ef67627b298
59.0,0,0,18,0,0,0,13,16,0,3,0,20,0,0,0,0,22,0,0,28,0,1,b0f3c9bd-e485-44c2-bc80-91e7dab299ed
26.0,0,0,10,0,10,0,2,13,0,0,0,18,0,13,0,68,15,0,0,13,23,3,3b2df9b5-bc30-47b9-bf86-a1cc70eadcc0
40.0,1,0,0,0,0,68,8,0,8,0,0,0,0,0,0,16,16,0,13,37,9,2,5f2424b9-9047-433b-9baa-fe5bbaaa0f77
5.0,1,0,5,0,0,0,13,9,0,3,0,5,0,3,0,0,60,0,0,45,30,4,146679bf-fa80-4e86-a46a-79a421c9e776
0.0,1,0,12,0,15,0,1,6,0,0,0,7,0,0,0,12,7,0,28,0,8,4,4aa453ed-a063-41c0-8533-524c01cde412
12.0,1,18,20,0,0,0,0,0,0,0,0,0,0,0,0,23,40,0,25,24,79,4,f0c97cff-3cc6-42fa-be38-1307f4ec7b07
43.0,1,0,35,0,0,0,27,17,16,0,0,6,0,0,0,80,29,0,9,15,16,4,980c47ce-305b-4a21-ba61-d9af92ba1620
30.0,1,13,11,0,0,0,14,0,0,0,0,25,0,0,0,0,24,16,16,9,0,4,bb863c33-2519-4904-8204-e877684893a1
52.0,0,0,17,0,0,6,0,38,0,42,0,48,0,0,0,0,0,0,10,17,11,1,9670a72c-cbe8-48f3-923f-53045fec36ab
75.0,1,0,12,0,0,0,0,0,0,0,0,1,0,0,10,0,39,0,13,76,12,2,0b08c938-bf8d-4888-9ed5-c454ffe3193b
29.0,1,0,11,0,0,0,14,0,0,0,0,27,0,0,0,29,63,0,16,12,8,4,b11560b4-c6e2-4817-a5db-12b2d14ffa1c
14.0,1,0,6,0,0,0,0,0,1,0,0,58,0,0,0,0,45,16,17,14,33,4,3c408ae2-4998-41a3-a8bf-34d54c408bc5
51.0,0,0,16,0,0,0,0,0,5,0,0,0,0,0,12,5,79,19,13,42,11,1,4965701c-ef76-47e7-b0bf-0928a29440af
43.0,0,0,18,0,0,15,0,8,14,0,0,16,0,11,0,0,0,0,0,49,8,3,c88b2df5-5ef0-42a4-ab8f-da904175d892
32.0,1,0,0,0,0,0,22,0,0,0,0,21,0,0,0,50,13,0,19,14,0,4,cbd5445c-56c9-41f0-9f67-f0c20b415b1c
63.0,1,0,17,0,0,0,17,0,15,0,0,0,0,0,0,16,28,1,15,32,14,0,fe2b0739-9572-4d46-ae28-ef8192a77d2a
80.0,1,0,0,0,0,0,29,0,9,0,0,17,0,0,0,22,26,0,7,20,8,0,a4728aec-1725-4779-9f05-417b3acfae76
47.0,0,0,14,0,0,0,4,11,0,0,0,40,0,0,0,18,16,0,0,17,21,3,fb5fc9df-726c-4bcd-8d29-812f955dec50
39.0,0,0,32,0,0,0,30,6,0,0,0,0,0,0,0,0,9,0,18,16,15,3,f31d4b41-d33d-4a56-b2fd-1f56f4df2e4d
33.0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0,0,33,0,20,25,22,3,9452587f-8bc4-4eac-8ae7-59eb8de5c72d
32.0,1,0,19,0,0,0,25,17,0,0,0,11,12,0,6,0,26,0,24,6,0,4,6eb19eab-cdb1-4dff-8a70-1cce35bb19ad
20.0,1,0,12,0,0,0,4,0,0,0,0,15,0,0,0,9,27,0,25,16,2,4,e7f3798d-3693-4228-af8e-1782690438f9
38.0,0,0,10,0,0,0,0,19,0,0,0,0,0,14,0,17,21,0,14,64,10,3,bc632d59-da82-4b1e-b7c1-788d0ed843d1
30.0,0,0,8,0,0,0,5,0,0,18,0,39,0,0,0,0,7,0,25,0,10,3,e52142f2-bd60-43ac-a169-96c293fbd508
91.0,1,0,0,0,0,0,0,2,0,13,0,28,0,35,0,0,26,0,2,19,9,0,1ed7f6ec-be8f-4266-9c97-33403c357115
30.0,1,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,88,19,18,12,30,4,6e3132d1-d812-4bd2-820b-2d7f95549d09
81.0,1,0,6,0,1,37,0,0,0,18,0,32,0,0,0,0,13,17,17,16,19,0,87a23404-1a91-4d38-9c0f-72daf12458c2
67.0,1,0,0,0,3,0,5,0,0,0,0,2,0,7,0,0,30,18,14,96,10,2,6e134d10-3bc7-4a92-83ff-0c6cb892b897
51.0,1,0,1,0,0,10,0,9,0,0,0,30,0,0,0,2,60,0,0,8,15,0,2fdb62c9-c5fa-4a57-80dd-c64ff6afb056
31.0,1,0,0,0,0,0,2,0,0,0,2,64,0,0,0,12,0,0,4,99,0,2,9c45151d-5616-4998-a180-de7dea75d379
22.0,1,16,55,0,0,14,3,0,0,0,0,3,0,6,0,0,23,0,1,17,8,4,c962fc88-874f-4620-8273-53c022838312
79.0,1,0,4,0,0,22,0,18,0,0,0,0,0,0,0,12,22,15,0,6,112,0,e3466d16-5d3d-4f44-88e7-1c9fe246add1
30.0,1,0,12,0,0,16,14,19,0,0,0,70,0,0,0,0,12,0,6,21,16,4,e6a0d010-afc7-4183-9648-5962a261732e
88.0,1,0,15,0,0,7,0,0,0,1,0,12,0,39,0,12,25,0,5,36,0,0,9543e7f6-6870-40d7-84cd-36d7355a7fc5
31.0,1,0,19,0,0,0,6,0,0,1,0,0,0,0,0,0,35,0,60,40,1,4,cefb251d-c733-451f-8b69-07014a3fb4c1
66.0,1,0,16,0,0,0,7,70,0,0,5,22,0,0,0,0,18,0,16,30,15,0,26508030-e47c-4779-8161-432a8c1cee68
76.0,0,0,30,0,0,0,13,0,0,0,0,67,0,0,0,8,20,0,0,24,30,1,7b5edd2a-2b23-4919-8d5a-25d8774ed30a
70.0,1,0,41,0,0,0,6,24,0,0,0,23,0,0,0,7,14,0,17,17,6,0,ca45fcad-ea3e-4ffc-96e6-5c16ea406513
30.0,1,0,15,0,0,0,17,0,0,0,0,14,0,0,0,0,39,0,15,14,74,4,856108ce-e144-4b66-b94d-5aa6f5eed5d9
20.0,1,0,0,0,0,0,2,0,0,35,0,0,0,0,0,0,29,0,35,21,19,4,43e34283-e35d-47b7-a459-8a3910ca945f
5.0,0,0,2,0,0,0,0,0,0,8,0,32,0,0,4,8,15,14,12,25,7,3,7627a7a2-1dd4-419a-b88a-01e0e984bfe9
59.0,0,0,0,0,0,0,0,9,0,0,0,28,0,0,4,23,41,0,9,20,7,1,28eb3df4-65a7-4df3-822d-36cb35f0425d
59.0,0,0,0,0,0,0,11,3,0,0,0,13,0,13,0,46,33,17,12,21,0,1,fdcf2668-b1bb-48a8-bc7b-07ab87c4c3b7
36.0,0,0,31,0,0,0,0,57,0,0,0,2,0,0,0,18,11,0,35,41,4,3,ff8d1b48-541f-4ea1-9831-d2d25d507739
65.0,0,0,0,0,0,0,0,28,0,0,0,30,0,0,32,4,43,0,0,36,37,1,ea11377f-4890-4efe-b5dc-c9f82d9ca9a2
8.0,1,0,0,0,0,0,15,0,0,0,0,20,0,0,0,0,28,0,9,81,17,2,26142a6d-4776-48d1-a093-8ffba97583e2
88.0,0,0,0,0,0,0,0,0,0,0,14,9,0,0,0,35,78,0,0,21,11,1,7868ea7b-7bef-4df8-aeae-6e2872d4bccc
55.0,0,0,0,0,0,0,0,0,0,0,0,29,0,1,0,12,18,45,0,41,23,1,282bbe37-4f1f-4a00-869d-89bf35049084
15.0,0,7,23,0,0,0,0,0,0,0,2,30,0,0,0,0,43,0,0,31,44,3,4109f2c9-9443-4ffb-9789-43f925ba41a1
19.0,1,0,81,0,0,0,2,10,0,6,0,18,0,0,0,0,35,0,0,0,5,4,a538398e-ff81-43fc-95b8-7f9872667670
1.0,1,0,34,0,0,0,0,0,5,8,0,76,0,0,13,0,37,0,1,13,19,4,49aa7f49-e3c4-497a-97b7-095768881625
19.0,1,0,7,0,0,0,0,19,2,0,0,0,3,9,0,0,47,0,8,7,9,4,4027a44a-4232-4d75-802f-25d2cd6a8ea5
67.0,0,0,18,0,0,3,0,0,0,0,0,32,0,0,0,10,60,0,0,70,0,1,582a85c6-f83c-46af-a9fa-fe97d07faf22
90.0,1,0,13,0,0,0,10,0,0,0,0,0,0,0,0,30,54,15,29,12,23,0,43acefe7-dacd-4c63-8223-ae1dd24f5fbe
75.0,1,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,41,0,16,27,0,0,cfa84e6c-e3d6-488a-876b-39595f3b14ec
94.0,0,0,20,0,0,0,0,0,9,0,0,0,0,0,0,0,31,4,6,15,0,1,19bc5786-fc61-416e-a77e-60b1b68343d1
43.0,1,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,30,16,88,33,33,4,b69b1fa4-a263-4680-b6ab-bf213289fa7e
25.0,0,0,18,0,0,0,49,0,0,0,0,30,0,0,0,0,111,0,12,3,9,3,c8fd3c65-0c74-4377-a809-9a2f9da85d10
75.0,1,0,19,0,0,0,0,0,0,0,0,0,0,15,0,14,1,0,17,20,26,0,ca332636-5c10-46e5-9b08-16ee01de842f
3.0,0,0,0,0,0,24,1,23,0,0,0,0,0,1,0,0,10,17,3,27,55,3,70081b1c-d7bb-43d9-b663-5781a2e79131
52.0,1,0,0,0,0,0,15,0,17,0,0,33,0,0,0,0,27,0,19,40,71,2,24def39a-b74f-41fe-85c6-dff15d0636de
56.0,1,0,0,0,0,0,30,12,20,15,0,0,0,0,0,0,14,0,13,32,5,2,e2142253-717d-4c79-8df9-4946480492d4
82.0,0,0,0,0,0,1,16,9,5,0,0,10,0,0,0,3,0,3,20,11,19,1,04037dde-3ae7-4d45-a282-6146fdf4b971
51.0,1,0,8,0,0,15,1,0,0,0,0,1,0,0,0,14,0,10,18,76,28,2,e04995d0-a74e-44fb-8dbc-3f97fa9e158a
81.0,1,0,16,0,0,0,0,0,9,0,0,19,0,0,0,0,68,11,5,46,19,0,ad28ff7b-4130-4fb9-93ba-3eae249c39a3
12.0,0,0,9,0,0,0,18,0,19,0,0,14,0,0,0,0,5,3,24,60,0,3,fdf04e05-4dda-445b-a7ae-03890f4c7ae4
31.0,0,0,17,0,0,0,0,0,9,0,0,38,0,0,0,0,30,0,2,21,21,3,aeb6af19-02be-4017-a7b6-6994d2f8e2be
39.0,0,0,104,0,0,0,0,14,0,22,0,0,0,0,0,17,9,0,16,27,0,3,cf1350d9-3863-44f4-ae8d-8c761fbeca92
92.0,1,0,0,0,0,0,5,34,0,4,0,29,0,0,0,1,14,0,0,0,26,0,fa359b09-24fb-45d6-800c-924218983e43
92.0,1,0,11,0,0,0,10,19,0,0,2,29,0,10,0,0,0,10,14,36,3,0,64257a12-034f-426c-9552-5bdddc04e292
14.0,0,12,6,0,0,0,5,0,0,0,0,12,0,0,0,0,25,0,91,24,0,3,14eef9e7-3a7c-417b-9a29-d8b22ce9a506
41.0,0,0,15,0,0,0,24,0,0,0,0,27,0,0,0,17,34,0,8,37,0,3,7426918f-aea6-45c3-a5ff-2910f0fec189
92.0,0,0,10,0,0,0,9,0,6,0,0,56,0,0,0,0,18,0,34,6,0,1,05035943-e856-47b1-bd1c-68383e05cf65
97.0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,92,0,0,21,10,1,3af36680-4260-4f05-b596-d1d108c7de93
96.0,1,0,8,0,0,0,4,0,3,0,0,0,0,0,0,0,49,0,0,46,0,0,8d9c165f-fea4-46a9-a1c0-d18fae5e3540
65.0,1,0,16,0,0,21,0,61,0,0,0,6,0,5,0,0,57,0,16,2,8,0,2dc2908f-bd39-482d-aac4-985fe436a425
75.0,0,0,24,0,0,0,0,19,0,0,0,17,0,0,0,0,17,15,2,33,15,1,c95361ee-9d77-4700-8ae0-b0917b1da50f
38.0,1,0,0,0,0,0,0,0,0,7,0,21,0,11,0,16,35,0,0,31,34,4,34209730-e0f4-4d77-a4f3-e48176e68cb8
50.0,1,0,0,0,0,9,16,0,0,0,0,0,0,0,0,47,39,0,24,27,7,4,acbed62f-dd3e-4c41-a652-36a9b433ddf8
45.0,1,0,87,0,0,13,19,0,14,0,0,2,0,0,0,13,8,0,0,21,0,4,fc914bfe-d011-4486-95e1-fa8296f3afdb
68.0,0,0,36,0,0,0,6,10,0,0,0,25,0,0,0,0,11,0,6,90,7,1,a18612e5-32a8-40e2-a70b-2edc1f253ed7
5.0,0,0,14,0,0,0,29,9,0,2,0,13,0,0,0,0,9,0,70,30,1,3,16c57d31-7e3c-4ec4-8b0c-bd489cd5293f
84.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,22,38,24,50,7,0,a694e16e-874a-4305-bb06-403ca1228501
17.0,1,0,29,0,0,0,0,8,0,2,0,1,0,0,0,0,15,0,87,17,19,4,92cbeede-bd3c-4c3e-9589-463b11695d55
24.0,1,0,0,0,0,0,12,12,0,0,0,34,0,0,0,0,0,38,0,52,15,2,7988e1b9-bacf-4ff3-b30a-08f8a9737ab9
95.0,1,0,11,0,0,0,15,0,0,0,0,0,0,14,0,0,31,0,89,28,0,0,6faaf5c2-04cd-42fe-90da-6e90555ff896
21.0,1,0,0,0,0,0,13,42,8,0,0,41,4,13,0,0,42,12,18,0,0,4,ec6bfad5-e0dc-4fc8-ba87-d95fe198f06a
9.0,1,0,0,0,0,0,33,0,0,0,0,34,10,0,0,0,35,0,31,0,2,4,adde8ce4-13b1-4fc0-929c-7a55f687919a
55.0,1,0,14,0,0,0,16,0,0,0,11,0,0,0,0,19,19,0,1,36,20,2,33d8c038-4ef5-4671-8dc5-1549ffe33b98
26.0,1,0,0,0,0,0,0,14,0,0,0,45,0,28,0,0,95,3,18,11,0,4,619f8435-99a4-4016-b9bf-75186ada21f7
56.0,1,0,0,0,7,0,0,21,0,17,2,12,11,0,0,29,23,0,0,55,4,2,c34093de-6ddc-4a26-bd3d-45a8442fca2e
60.0,1,0,12,0,0,0,5,1,0,0,0,8,0,0,0,9,10,0,0,54,5,2,3637e826-ae7d-4681-a033-def524a2fb58
31.0,1,0,0,0,3,0,18,3,0,0,0,6,0,18,0,19,34,1,20,10,19,4,1c70933e-ead5-4688-94e0-d901e3956923
83.0,0,0,35,19,0,11,11,0,0,0,0,3,0,1,0,0,24,0,4,0,0,1,baee1b6a-bb84-4d44-8085-908e27a482b2
99.0,1,0,18,0,0,0,0,5,0,0,0,0,0,18,0,0,77,21,28,0,11,0,3fe1f38c-c997-4986-af41-967c24d72a50
33.0,1,0,7,0,0,0,14,12,0,0,0,15,0,0,0,18,26,13,0,37,21,4,ff756141-a321-4719-abba-d90ef4af79fc
93.0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,74,12,0,27,42,17,1,1ae89c99-e136-438b-adf6-41951a46d868
35.0,1,0,0,0,0,0,12,0,0,0,0,61,0,0,0,6,8,0,12,24,0,4,b437ee71-e6e3-455d-974c-5c98bdfd481b
60.0,0,0,10,0,0,0,14,0,15,7,0,26,7,0,0,0,15,0,17,3,0,1,5bc609fa-0084-49a8-b96d-16e03099869a
40.0,0,2,3,0,0,0,0,0,4,0,0,35,0,0,0,20,0,46,15,45,0,3,b55c79f7-8f30-493d-8980-00942402ef91
78.0,1,0,16,0,0,0,8,0,0,0,0,18,0,0,0,8,22,15,20,24,7,0,a40a1ff5-57d0-490e-811f-f1846f3de98d
72.0,1,0,14,0,0,0,80,13,0,0,10,36,0,0,0,4,9,0,7,16,0,0,dcf502b8-2e9b-4600-bbcc-40ae34ee18e8
47.0,0,0,3,0,0,0,0,12,0,17,0,0,0,0,0,67,6,0,0,55,0,3,ce0a6403-e725-46f6-9704-e1620476fda1
8.0,0,0,0,0,0,0,17,0,0,8,0,0,0,0,0,0,15,0,35,28,7,3,e33b6084-64e0-416d-ae3f-cf4047b846f2
45.0,0,0,0,0,0,0,0,0,0,0,16,9,0,0,0,0,12,0,21,60,0,3,5569fd3f-e394-49da-87d8-df7466e1e9a7
30.0,1,56,0,0,0,14,0,0,0,0,17,0,16,0,0,12,19,0,11,37,19,4,7afc656f-c938-458f-b38b-027d519b85b1
84.0,1,0,0,0,0,0,75,0,8,0,0,20,0,18,0,0,43,0,14,9,15,0,f6842f1b-96e4-4127-b5d0-fd8475ba831e
2.0,1,0,21,0,0,0,0,14,13,0,0,14,0,17,0,0,11,0,7,76,21,2,df3861f3-d086-4091-bc62-62117c13b85b
18.0,0,0,15,0,0,0,0,0,0,4,0,47,17,0,0,0,66,0,0,6,4,3,14932832-c9b5-4949-8340-e98d1a43e067
54.0,0,0,13,8,0,10,4,0,16,9,0,0,0,0,0,3,13,64,17,26,0,1,03af4774-34b0-4cb1-9385-4f57848b0464
91.0,0,0,0,0,0,0,7,7,5,5,7,0,0,0,0,0,22,13,15,26,17,1,f11d10e7-ab33-4726-964b-88798a251fb9
59.0,1,0,0,0,0,0,14,7,3,4,0,19,0,0,0,5,103,0,0,6,0,0,8c47e96b-efc1-45df-b346-8bf1a3618104
23.0,0,0,5,0,0,0,19,12,0,14,0,0,0,6,0,5,34,0,2,44,16,3,51dca008-255d-4824-9b04-634eddd39687
32.0,0,0,10,0,0,0,0,12,0,0,0,81,0,0,0,0,46,17,15,14,12,3,a32f1252-c4fc-4a09-8202-559781e499ca
80.0,1,0,0,0,0,0,19,0,0,0,2,0,0,0,0,0,51,6,0,45,1,0,2770e05c-9e98-4166-b0df-2b0cb7755837
80.0,1,0,0,0,0,0,6,0,0,0,0,25,0,0,0,0,39,0,0,0,43,0,0a97bd93-5c63-4151-ae0c-7e83cd8a0d83
1.0,1,0,16,0,0,15,8,0,0,17,0,16,0,0,0,0,25,0,14,13,6,4,7c76a530-5269-4604-b46a-e325b304ab93
47.0,1,7,0,0,0,0,30,0,0,11,0,9,0,0,0,16,0,0,37,11,11,4,5506d47b-4cbc-482d-a93e-f108daa58334
49.0,1,0,22,0,0,0,86,0,0,0,0,0,0,0,0,0,14,0,8,71,30,2,3c1dd874-6695-4f3d-8dc4-f4003fa24d0e
46.0,1,0,0,0,0,0,13,0,0,0,0,0,11,4,0,2,8,0,0,37,16,2,4ee0e190-6fc2-4a91-83eb-f4b3f045aec9
46.0,0,0,6,0,0,0,0,2,2,0,0,22,0,0,0,28,36,0,27,20,0,3,c5901b7f-9ebc-408b-a385-0058fbf1e5a1
72.0,1,0,0,0,0,0,3,13,0,0,0,47,0,18,0,36,19,0,0,31,5,0,f7e1469c-3244-4295-bb6b-461ca530c05a
53.0,1,0,9,0,0,0,6,11,0,0,0,18,0,37,0,9,32,0,7,36,0,2,6e98e6f2-87a1-4da0-b079-bc6aaf502f43
58.0,1,0,23,0,0,0,19,22,43,0,0,6,0,0,0,0,60,0,5,15,0,0,d5e8625e-cc41-4bc9-b9e3-d46ba470ce18
80.0,1,0,29,0,0,0,11,0,19,11,0,7,0,0,0,14,29,0,29,9,0,0,69847228-4689-4d10-9d38-6801666ed9be
85.0,0,0,29,0,0,0,31,6,0,0,0,22,0,0,0,0,26,0,24,73,0,1,adf91043-f7d0-4f87-9762-bb277d41b59a
47.0,0,0,12,0,0,0,9,0,18,0,0,0,0,0,0,4,33,0,0,36,52,3,b1a5050f-6c0c-453f-ba00-80edeaa38e15
95.0,1,0,0,0,0,0,0,15,0,21,0,0,0,0,0,0,28,8,0,46,8,0,2a7e7e61-85f3-4858-9f7e-6fa6eb563a68
28.0,0,0,0,0,0,0,15,0,0,0,11,0,0,0,0,0,80,13,19,17,31,3,0362cafb-6c10-4607-b10e-300a615207a3
81.0,1,0,67,0,0,0,0,0,0,12,0,14,0,16,0,11,20,0,0,21,22,0,c40318c1-bc01-4fcb-b59f-a9175ebd455f
6.0,1,0,0,0,0,0,0,17,0,9,8,0,0,0,0,0,27,0,95,33,5,4,3c26edf0-40e0-4436-999a-0c090fb93c35
93.0,1,0,16,0,15,0,0,13,0,0,0,0,0,6,0,0,12,0,10,10,30,0,ecfd5d2e-49df-4fd3-b40e-d9358f2a5126
10.0,1,0,26,0,0,0,0,0,0,0,0,79,0,0,0,0,19,0,26,39,0,4,e02ef2d2-0bc2-4997-896e-1fe1cade7c92
7.0,1,0,2,0,0,0,0,0,0,0,0,14,0,7,0,0,13,1,36,27,6,4,aeeaf530-2de3-4f4b-8f5c-85cddf85fa92
45.0,1,0,35,0,0,0,0,56,8,0,0,20,0,0,0,1,10,11,0,10,0,4,b04d8ff5-5bd5-4f1f-bc61-38a5f6cc3769
12.0,0,0,49,0,0,0,0,11,17,0,6,22,0,11,0,40,0,0,0,20,0,3,ba10f254-5a38-4aa6-80fb-dac4687570a0
