age,gender,user_id,eye_cream,exfoliator,peptide,cleansing_oil,sun_cream,cream,cleanser,face_mask,sunscreen,bath_salts,body_wash,ha,mask,toner,mist,body_lotion,gel,moisturizer,hair,serum
81,Female,a95a66f6-ccae-4299-ad85-1fec432d8808,0,0,0,0,0,12,21,4,0,0,18,0,6,0,15,23,64,0,10,19
32,Male,3b821bb2-d368-49c1-b394-ca079238943e,0,52,0,0,0,5,11,0,0,0,9,0,0,0,0,22,0,23,26,0
66,Female,19e3aec5-f69c-49e9-bb30-89977819364f,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,100,0,41,43,6
24,Female,38fb5636-a6a9-4215-abe6-f3a762301063,0,96,0,0,5,0,16,0,13,0,20,0,0,0,0,16,0,8,18,43
24,Male,b4c8bf27-df04-449b-a309-15dc938d11dd,0,11,0,0,0,0,0,2,0,13,19,0,0,0,0,22,17,15,60,35
8,Male,7258eda2-dd35-4253-a6c7-a2f92e63c74a,0,9,0,9,0,0,0,9,0,9,50,0,0,0,6,31,0,24,12,1
25,Female,aaf9449b-fa57-44a4-8886-2e3119466eda,0,15,0,0,0,25,0,0,0,0,0,0,0,0,15,13,0,37,43,0
83,Female,1d9c6759-a4b3-4d08-ae55-67a855134697,0,0,0,0,0,0,0,0,0,0,19,0,3,0,15,32,0,14,25,20
0,Female,369b6574-c7dd-41d2-9852-ba25514d2f7e,0,0,0,0,0,24,0,5,0,0,88,0,0,0,1,31,0,3,47,0
94,Male,88c3105c-97a9-4b3d-9e47-149e820126c0,0,43,0,0,0,0,20,0,0,0,0,0,0,0,0,41,0,0,38,7
67,Male,609d6536-0fdc-44dd-b895-e328acb04f9c,0,15,0,0,0,0,11,0,0,0,25,0,0,0,40,26,0,0,47,16
33,Male,2b8d4e98-0657-45be-b7c9-00facfd8e3c8,0,0,0,0,0,0,11,0,0,0,31,0,0,0,0,51,4,7,55,13
25,Male,ce501868-0d89-4a39-b01f-a56388d1f323,0,0,0,0,1,2,0,11,0,0,18,0,0,0,1,26,12,4,9,12
65,Female,bda00927-19cf-4322-9ac8-ca7774d78870,0,2,0,0,0,0,17,1,41,0,0,0,0,0,2,15,14,13,16,16
28,Male,539b6bab-6159-4d1d-8187-e08d8caa690c,0,4,0,0,17,12,7,6,14,13,8,0,0,0,0,21,0,8,19,8
44,Male,704558ff-3990-46cb-8220-960a6f5a69d0,0,0,0,0,0,68,0,0,0,0,32,0,2,0,0,16,0,14,53,0
66,Female,2a967aa9-43e4-40bd-b78c-117727454970,0,14,0,0,0,0,18,0,0,0,4,0,0,0,0,85,2,5,16,0
64,Female,0325322b-1087-4e0d-a0dc-acab3f1a0adc,0,29,0,0,0,18,0,0,0,47,15,0,0,0,5,63,0,0,33,0
57,Female,5a41c581-e192-456d-913f-685ebc7cc76f,0,12,0,0,5,19,2,0,0,0,1,0,0,8,0,55,0,0,26,0
15,Female,f5c51313-d823-40ba-bc22-a1db50e81e84,0,0,0,0,0,19,7,0,0,16,0,0,0,0,19,0,0,0,58,16
63,Female,5b67567a-e956-4c64-95ac-f6b2440c2334,0,12,0,0,0,19,5,0,0,0,0,0,0,0,62,21,0,6,26,0
73,Male,88a09670-075b-47ef-a9f9-8d9aff46af86,0,0,0,0,0,17,0,0,0,0,22,0,0,0,0,19,11,49,22,3
47,Female,fd2477c6-11d8-4071-8f07-98d76eded0be,3,25,0,0,10,12,0,1,0,0,0,0,1,0,0,0,12,29,23,0
91,Male,59282dca-d84e-4e07-a902-4c061a6e3055,0,5,0,0,0,19,0,0,0,0,18,0,0,0,13,20,0,14,58,26
14,Male,64ad9c9e-d95f-4926-9f85-4fe389bf1638,0,7,0,0,0,10,0,0,10,0,18,0,0,0,0,49,13,22,2,4
68,Female,92d35d39-f680-4e6b-9cf3-f2cc748773d9,0,32,0,0,0,0,0,0,0,35,14,0,0,0,9,32,0,0,54,0
39,Female,7803dc50-02ea-4bf2-8e8a-12238aa7b748,0,76,0,0,17,27,0,0,0,0,0,16,0,0,14,15,19,14,14,8
25,Female,77aa7b05-bbac-47bb-a1f4-729e0837c786,0,0,0,0,0,0,0,2,0,0,0,2,0,0,5,65,0,6,112,0
89,Male,eb5b57d8-ab23-4b5a-b6c1-2844fd2908b0,0,0,0,0,4,0,2,0,0,0,4,3,0,0,0,41,0,0,30,89
80,Male,3dbb208b-5c26-42e5-8076-e8bf75362931,0,0,0,0,0,6,0,0,18,0,62,0,0,0,7,83,13,0,18,0
40,Female,110bc7ee-ce5b-43a4-bbcc-32a4765993d6,0,16,0,0,0,1,0,0,0,0,0,0,4,0,11,85,0,2,17,0
85,Female,44e1da87-01ca-48ab-910b-50115120c03f,13,19,0,0,0,0,23,0,0,0,0,0,0,0,0,120,1,0,16,15
67,Male,94cf1158-4455-436b-95a6-db95d9dee39e,0,14,0,0,0,32,0,16,6,0,16,0,0,0,0,53,1,0,19,0
76,Female,8bffa86c-ac8a-45ee-9f69-2c67f7c1eb29,0,3,0,0,0,0,8,0,0,0,0,0,0,0,23,9,13,82,26,23
84,Female,2643c8cb-597d-4954-88ae-597596d56dd6,0,18,0,0,0,0,16,0,0,0,17,0,0,0,0,61,0,0,85,0
77,Male,206f02b1-fd96-4801-9ae7-674ccda03df9,0,18,0,0,0,22,0,0,0,0,0,0,0,0,10,126,0,0,51,0
95,Female,259f2208-5330-4d5d-a471-9ace97e069eb,0,0,0,0,0,11,8,25,0,0,31,0,0,0,0,35,0,15,41,0
56,Female,283aef0b-5c78-4519-9552-7020ec49db83,0,0,0,0,0,16,1,0,0,0,10,0,0,0,0,9,0,31,13,17
44,Female,e6b482fc-0538-4002-a8f5-1e46e69353c2,0,29,0,21,0,0,0,9,0,0,19,0,0,0,12,0,0,19,66,8
41,Male,1d3f63b4-e18c-4a1c-a3a7-78ee512f98f0,0,6,0,0,0,76,12,17,0,18,23,0,7,0,0,48,0,16,13,0
2,Female,03534981-e058-486e-b93e-f37814e7e961,0,34,0,0,0,17,12,6,0,0,17,0,0,7,0,8,0,0,58,18
6,Female,f1c4d789-844f-46e2-8a3a-a9dec2a52a31,0,0,0,0,0,0,16,0,0,0,0,0,0,15,6,16,28,29,65,0
67,Female,f880eaec-8e15-4bc6-bd90-40da0cf5e3ee,0,0,0,0,0,6,0,0,14,0,52,0,0,15,0,22,0,82,1,21
11,Female,f763d7df-3a36-4afb-a716-4a14d364ed6e,0,7,0,0,0,18,0,0,0,0,0,0,3,0,0,51,3,32,7,21
0,Female,6b7f825b-a03d-4bd4-8a6b-39cfe3d43ba2,0,0,0,0,0,0,17,0,0,0,13,0,0,0,73,46,0,0,26,16
34,Female,c5720909-80f0-4cef-98d2-bd47116b2e83,0,4,0,0,0,9,0,4,0,0,0,0,0,0,0,21,0,53,45,16
13,Female,3c310804-246f-4558-93ed-f41b15e85936,0,2,0,0,0,0,19,0,0,0,0,0,0,0,21,22,0,64,40,8
85,Female,15107099-6b60-4044-9743-bce3a8273a3f,0,11,0,0,0,0,0,0,0,0,7,0,0,0,0,98,0,20,54,25
15,Female,52de15a8-2896-45b9-96a7-5b20cc1c58d6,0,29,0,0,9,15,4,0,0,0,0,0,0,0,0,5,16,6,73,0
40,Female,f0ffef2c-5179-449e-8f3d-f394cb8efce6,0,2,0,0,0,0,0,0,0,0,16,0,0,0,0,32,0,36,62,3
30,Male,0bdc184c-90a1-4f0b-a474-59408918db79,0,16,0,0,0,0,66,0,0,0,11,0,0,7,0,18,0,0,31,30
63,Male,e7acbf2b-2f4e-44be-8de5-6013e43a2036,0,0,0,0,0,0,14,32,0,0,83,0,0,5,7,33,0,0,12,19
29,Female,5016e119-fa8e-4ef9-824f-a1c47ceb2a29,0,4,0,0,0,14,0,0,0,0,0,0,6,0,0,6,30,0,46,31
29,Male,49207af3-3913-4094-b07f-594b6fb4fc9f,0,40,0,0,0,12,23,0,0,0,5,0,11,0,19,15,55,3,0,2
97,Female,ed08f4b4-f0b8-4826-8215-2adc7952bf2f,0,11,0,12,0,29,0,1,0,0,14,0,11,0,2,36,0,27,6,0
12,Female,888f90c5-b22a-4aed-a8c2-f150ba797f81,0,25,0,0,0,17,34,0,0,0,4,0,0,0,0,34,0,17,16,72
41,Female,2159166c-5faa-43fb-a92c-a46b2a6a86a8,0,0,0,0,0,0,0,0,0,0,35,0,11,0,0,58,0,48,15,8
50,Female,19b0adcb-d11d-4acc-a171-7facbb1ffd34,0,0,0,0,0,19,4,0,0,0,8,0,0,0,0,30,0,16,26,64
8,Male,11ab46b4-ef8c-4cbf-8cfb-d27ec20de80d,0,18,0,0,0,89,0,0,14,0,12,0,0,0,0,22,0,4,8,32
85,Female,86573af7-fe0b-495b-8f0f-b45b086b468c,0,13,0,0,0,1,2,0,0,0,0,0,0,0,0,35,0,13,62,14
45,Female,5b1eebcc-deab-4fca-ac35-b9768eb67480,0,9,0,0,0,19,0,0,0,0,20,0,0,0,0,35,0,26,7,35
56,Male,06f2fee0-fe37-4bac-90f2-1fc35a945b3c,0,31,0,0,0,1,7,0,5,7,56,0,0,0,0,4,0,23,18,16
74,Male,30c32ccf-5439-4c52-945d-b15c35106644,0,18,0,0,0,4,0,69,0,0,11,0,16,0,0,0,0,1,68,12
70,Male,4fcf7961-782e-4480-b835-8e13c9508ed7,0,2,0,0,0,0,13,17,0,0,16,0,0,0,13,0,0,56,39,1
62,Female,564ada0f-c6cc-45af-b411-0ef67627b298,0,14,0,0,0,72,16,0,0,0,14,0,0,0,7,22,35,28,9,12
59,Male,b0f3c9bd-e485-44c2-bc80-91e7dab299ed,0,18,0,0,0,13,16,0,3,0,20,0,0,0,0,22,0,0,28,0
26,Male,3b2df9b5-bc30-47b9-bf86-a1cc70eadcc0,0,10,0,10,0,2,13,0,0,0,18,0,13,0,68,15,0,0,13,23
40,Female,5f2424b9-9047-433b-9baa-fe5bbaaa0f77,0,0,0,0,68,8,0,8,0,0,0,0,0,0,16,16,0,13,37,9
5,Female,146679bf-fa80-4e86-a46a-79a421c9e776,0,5,0,0,0,13,9,0,3,0,5,0,3,0,0,60,0,0,45,30
0,Female,4aa453ed-a063-41c0-8533-524c01cde412,0,12,0,15,0,1,6,0,0,0,7,0,0,0,12,7,0,28,0,8
12,Female,f0c97cff-3cc6-42fa-be38-1307f4ec7b07,18,20,0,0,0,0,0,0,0,0,0,0,0,0,23,40,0,25,24,79
43,Female,980c47ce-305b-4a21-ba61-d9af92ba1620,0,35,0,0,0,27,17,16,0,0,6,0,0,0,80,29,0,9,15,16
30,Female,bb863c33-2519-4904-8204-e877684893a1,13,11,0,0,0,14,0,0,0,0,25,0,0,0,0,24,16,16,9,0
52,Male,9670a72c-cbe8-48f3-923f-53045fec36ab,0,17,0,0,6,0,38,0,42,0,48,0,0,0,0,0,0,10,17,11
75,Female,0b08c938-bf8d-4888-9ed5-c454ffe3193b,0,12,0,0,0,0,0,0,0,0,1,0,0,10,0,39,0,13,76,12
29,Female,b11560b4-c6e2-4817-a5db-12b2d14ffa1c,0,11,0,0,0,14,0,0,0,0,27,0,0,0,29,63,0,16,12,8
14,Female,3c408ae2-4998-41a3-a8bf-34d54c408bc5,0,6,0,0,0,0,0,1,0,0,58,0,0,0,0,45,16,17,14,33
51,Male,4965701c-ef76-47e7-b0bf-0928a29440af,0,16,0,0,0,0,0,5,0,0,0,0,0,12,5,79,19,13,42,11
43,Male,c88b2df5-5ef0-42a4-ab8f-da904175d892,0,18,0,0,15,0,8,14,0,0,16,0,11,0,0,0,0,0,49,8
32,Female,cbd5445c-56c9-41f0-9f67-f0c20b415b1c,0,0,0,0,0,22,0,0,0,0,21,0,0,0,50,13,0,19,14,0
63,Female,fe2b0739-9572-4d46-ae28-ef8192a77d2a,0,17,0,0,0,17,0,15,0,0,0,0,0,0,16,28,1,15,32,14
80,Female,a4728aec-1725-4779-9f05-417b3acfae76,0,0,0,0,0,29,0,9,0,0,17,0,0,0,22,26,0,7,20,8
47,Male,fb5fc9df-726c-4bcd-8d29-812f955dec50,0,14,0,0,0,4,11,0,0,0,33,0,0,0,18,16,0,0,17,21
39,Male,f31d4b41-d33d-4a56-b2fd-1f56f4df2e4d,0,32,0,0,0,30,6,0,0,0,0,0,0,0,0,9,0,18,16,15
33,Male,9452587f-8bc4-4eac-8ae7-59eb8de5c72d,0,0,0,0,0,0,0,0,0,0,17,2,0,0,0,33,0,20,25,22
32,Female,6eb19eab-cdb1-4dff-8a70-1cce35bb19ad,0,19,0,0,0,25,17,0,0,0,11,12,0,6,0,26,0,24,6,0
20,Female,e7f3798d-3693-4228-af8e-1782690438f9,0,12,0,0,0,4,0,0,0,0,15,0,0,0,9,27,0,25,16,2
38,Male,bc632d59-da82-4b1e-b7c1-788d0ed843d1,0,10,0,0,0,0,19,0,0,0,0,0,14,0,17,21,0,14,64,10
30,Male,e52142f2-bd60-43ac-a169-96c293fbd508,0,8,0,0,0,5,0,0,18,0,39,0,0,0,0,7,0,25,0,10
91,Female,1ed7f6ec-be8f-4266-9c97-33403c357115,0,0,0,0,0,0,2,0,13,0,28,0,35,0,0,26,0,2,19,9
30,Female,6e3132d1-d812-4bd2-820b-2d7f95549d09,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,88,19,18,12,30
81,Female,87a23404-1a91-4d38-9c0f-72daf12458c2,0,6,0,1,37,0,0,0,18,0,32,0,0,0,0,13,17,17,16,19
67,Female,6e134d10-3bc7-4a92-83ff-0c6cb892b897,0,0,0,3,0,5,0,0,0,0,2,0,7,0,0,30,18,14,96,10
51,Female,2fdb62c9-c5fa-4a57-80dd-c64ff6afb056,0,1,0,0,10,0,9,0,0,0,30,0,0,0,2,60,0,0,8,15
31,Female,9c45151d-5616-4998-a180-de7dea75d379,0,0,0,0,0,2,0,0,0,2,64,0,0,0,12,0,0,4,99,0
22,Female,c962fc88-874f-4620-8273-53c022838312,16,55,0,0,14,3,0,0,0,0,3,0,6,0,0,23,0,1,17,8
79,Female,e3466d16-5d3d-4f44-88e7-1c9fe246add1,0,4,0,0,22,0,18,0,0,0,0,0,0,0,12,22,15,0,6,112
30,Female,e6a0d010-afc7-4183-9648-5962a261732e,0,12,0,0,16,14,19,0,0,0,70,0,0,0,0,12,0,6,21,16
88,Female,9543e7f6-6870-40d7-84cd-36d7355a7fc5,0,15,0,0,7,0,0,0,1,0,12,0,39,0,12,25,0,5,36,0
31,Female,cefb251d-c733-451f-8b69-07014a3fb4c1,0,19,0,0,0,6,0,0,1,0,0,0,0,0,0,35,0,60,40,1
66,Female,26508030-e47c-4779-8161-432a8c1cee68,0,16,0,0,0,7,70,0,0,5,22,0,0,0,0,18,0,16,30,15
76,Male,7b5edd2a-2b23-4919-8d5a-25d8774ed30a,0,30,0,0,0,13,0,0,0,0,67,0,0,0,8,20,0,0,24,30
70,Female,ca45fcad-ea3e-4ffc-96e6-5c16ea406513,0,41,0,0,0,6,24,0,0,0,23,0,0,0,7,14,0,17,17,6
30,Female,856108ce-e144-4b66-b94d-5aa6f5eed5d9,0,15,0,0,0,17,0,0,0,0,14,0,0,0,0,39,0,15,14,74
20,Female,43e34283-e35d-47b7-a459-8a3910ca945f,0,0,0,0,0,2,0,0,35,0,0,0,0,0,0,29,0,35,21,19
5,Male,7627a7a2-1dd4-419a-b88a-01e0e984bfe9,0,2,0,0,0,0,0,0,8,0,32,0,0,4,8,15,14,12,25,7
59,Male,28eb3df4-65a7-4df3-822d-36cb35f0425d,0,0,0,0,0,0,9,0,0,0,28,0,0,4,23,41,0,9,20,7
59,Male,fdcf2668-b1bb-48a8-bc7b-07ab87c4c3b7,0,0,0,0,0,11,3,0,0,0,13,0,13,0,46,33,17,12,21,0
36,Male,ff8d1b48-541f-4ea1-9831-d2d25d507739,0,31,0,0,0,0,57,0,0,0,2,0,0,0,18,11,0,35,41,4
65,Male,ea11377f-4890-4efe-b5dc-c9f82d9ca9a2,0,0,0,0,0,0,28,0,0,0,30,0,0,32,4,43,0,0,36,37
8,Female,26142a6d-4776-48d1-a093-8ffba97583e2,0,0,0,0,0,15,0,0,0,0,20,0,0,0,0,28,0,9,81,17
88,Male,7868ea7b-7bef-4df8-aeae-6e2872d4bccc,0,0,0,0,0,0,0,0,0,14,9,0,0,0,35,78,0,0,21,11
55,Male,282bbe37-4f1f-4a00-869d-89bf35049084,0,0,0,0,0,0,0,0,0,0,29,0,1,0,12,18,45,0,41,23
15,Male,4109f2c9-9443-4ffb-9789-43f925ba41a1,7,23,0,0,0,0,0,0,0,2,30,0,0,0,0,43,0,0,31,44
19,Female,a538398e-ff81-43fc-95b8-7f9872667670,0,81,0,0,0,2,10,0,6,0,18,0,0,0,0,35,0,0,0,5
1,Female,49aa7f49-e3c4-497a-97b7-095768881625,0,34,0,0,0,0,0,5,8,0,76,0,0,13,0,37,0,1,13,19
19,Female,4027a44a-4232-4d75-802f-25d2cd6a8ea5,0,7,0,0,0,0,19,2,0,0,0,3,9,0,0,47,0,8,7,9
67,Male,582a85c6-f83c-46af-a9fa-fe97d07faf22,0,18,0,0,3,0,0,0,0,0,32,0,0,0,10,60,0,0,70,0
90,Female,43acefe7-dacd-4c63-8223-ae1dd24f5fbe,0,13,0,0,0,10,0,0,0,0,0,0,0,0,30,54,15,29,12,23
75,Female,cfa84e6c-e3d6-488a-876b-39595f3b14ec,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,41,0,16,27,0
94,Male,19bc5786-fc61-416e-a77e-60b1b68343d1,0,20,0,0,0,0,0,9,0,0,0,0,0,0,0,31,4,6,15,0
43,Female,b69b1fa4-a263-4680-b6ab-bf213289fa7e,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,30,16,88,33,33
25,Male,c8fd3c65-0c74-4377-a809-9a2f9da85d10,0,18,0,0,0,49,0,0,0,0,30,0,0,0,0,111,0,12,3,9
75,Female,ca332636-5c10-46e5-9b08-16ee01de842f,0,19,0,0,0,0,0,0,0,0,0,0,15,0,14,1,0,17,20,26
3,Male,70081b1c-d7bb-43d9-b663-5781a2e79131,0,0,0,0,24,1,23,0,0,0,0,0,1,0,0,10,17,3,27,55
52,Female,24def39a-b74f-41fe-85c6-dff15d0636de,0,0,0,0,0,15,0,17,0,0,33,0,0,0,0,27,0,19,40,71
56,Female,e2142253-717d-4c79-8df9-4946480492d4,0,0,0,0,0,30,12,20,15,0,0,0,0,0,0,14,0,13,32,5
82,Male,04037dde-3ae7-4d45-a282-6146fdf4b971,0,0,0,0,1,16,9,5,0,0,10,0,0,0,3,0,3,20,11,19
51,Female,e04995d0-a74e-44fb-8dbc-3f97fa9e158a,0,8,0,0,15,1,0,0,0,0,1,0,0,0,14,0,10,18,76,28
81,Female,ad28ff7b-4130-4fb9-93ba-3eae249c39a3,0,16,0,0,0,0,0,9,0,0,19,0,0,0,0,68,11,5,46,19
12,Male,fdf04e05-4dda-445b-a7ae-03890f4c7ae4,0,9,0,0,0,18,0,19,0,0,14,0,0,0,0,5,3,24,60,0
31,Male,aeb6af19-02be-4017-a7b6-6994d2f8e2be,0,17,0,0,0,0,0,9,0,0,38,0,0,0,0,30,0,2,21,21
39,Male,cf1350d9-3863-44f4-ae8d-8c761fbeca92,0,104,0,0,0,0,14,0,22,0,0,0,0,0,17,9,0,16,27,0
92,Female,fa359b09-24fb-45d6-800c-924218983e43,0,0,0,0,0,5,34,0,4,0,29,0,0,0,1,14,0,0,0,26
92,Female,64257a12-034f-426c-9552-5bdddc04e292,0,11,0,0,0,10,19,0,0,2,29,0,10,0,0,0,10,14,36,3
14,Male,14eef9e7-3a7c-417b-9a29-d8b22ce9a506,12,6,0,0,0,5,0,0,0,0,12,0,0,0,0,25,0,91,24,0
41,Male,7426918f-aea6-45c3-a5ff-2910f0fec189,0,15,0,0,0,24,0,0,0,0,27,0,0,0,17,34,0,8,37,0
92,Male,05035943-e856-47b1-bd1c-68383e05cf65,0,10,0,0,0,9,0,6,0,0,56,0,0,0,0,18,0,34,6,0
97,Male,3af36680-4260-4f05-b596-d1d108c7de93,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,92,0,0,21,10
96,Female,8d9c165f-fea4-46a9-a1c0-d18fae5e3540,0,8,0,0,0,4,0,3,0,0,0,0,0,0,0,49,0,0,46,0
65,Female,2dc2908f-bd39-482d-aac4-985fe436a425,0,16,0,0,21,0,61,0,0,0,6,0,5,0,0,57,0,16,2,8
75,Male,c95361ee-9d77-4700-8ae0-b0917b1da50f,0,24,0,0,0,0,19,0,0,0,17,0,0,0,0,17,15,2,33,15
38,Female,34209730-e0f4-4d77-a4f3-e48176e68cb8,0,0,0,0,0,0,0,0,7,0,21,0,11,0,16,35,0,0,31,34
50,Female,acbed62f-dd3e-4c41-a652-36a9b433ddf8,0,0,0,0,9,16,0,0,0,0,0,0,0,0,47,39,0,24,27,7
45,Female,fc914bfe-d011-4486-95e1-fa8296f3afdb,0,87,0,0,13,19,0,14,0,0,2,0,0,0,13,8,0,0,21,0
68,Male,a18612e5-32a8-40e2-a70b-2edc1f253ed7,0,36,0,0,0,6,10,0,0,0,25,0,0,0,0,11,0,6,90,7
5,Male,16c57d31-7e3c-4ec4-8b0c-bd489cd5293f,0,14,0,0,0,29,9,0,2,0,13,0,0,0,0,9,0,70,30,1
84,Female,a694e16e-874a-4305-bb06-403ca1228501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,22,38,24,50,7
17,Female,92cbeede-bd3c-4c3e-9589-463b11695d55,0,29,0,0,0,0,8,0,2,0,1,0,0,0,0,15,0,87,17,19
24,Female,7988e1b9-bacf-4ff3-b30a-08f8a9737ab9,0,0,0,0,0,12,12,0,0,0,34,0,0,0,0,0,38,0,52,15
95,Female,6faaf5c2-04cd-42fe-90da-6e90555ff896,0,11,0,0,0,15,0,0,0,0,0,0,14,0,0,31,0,89,28,0
21,Female,ec6bfad5-e0dc-4fc8-ba87-d95fe198f06a,0,0,0,0,0,13,42,8,0,0,41,4,13,0,0,42,12,18,0,0
9,Female,adde8ce4-13b1-4fc0-929c-7a55f687919a,0,0,0,0,0,33,0,0,0,0,34,10,0,0,0,35,0,31,0,2
55,Female,33d8c038-4ef5-4671-8dc5-1549ffe33b98,0,14,0,0,0,16,0,0,0,11,0,0,0,0,19,19,0,1,36,20
26,Female,619f8435-99a4-4016-b9bf-75186ada21f7,0,0,0,0,0,0,14,0,0,0,45,0,28,0,0,95,3,18,11,0
56,Female,c34093de-6ddc-4a26-bd3d-45a8442fca2e,0,0,0,7,0,0,21,0,17,2,12,11,0,0,29,23,0,0,55,4
60,Female,3637e826-ae7d-4681-a033-def524a2fb58,0,12,0,0,0,5,1,0,0,0,8,0,0,0,9,10,0,0,54,5
31,Female,1c70933e-ead5-4688-94e0-d901e3956923,0,0,0,3,0,18,3,0,0,0,6,0,18,0,19,34,1,20,10,19
83,Male,baee1b6a-bb84-4d44-8085-908e27a482b2,0,35,19,0,11,11,0,0,0,0,3,0,1,0,0,24,0,4,0,0
99,Female,3fe1f38c-c997-4986-af41-967c24d72a50,0,18,0,0,0,0,5,0,0,0,0,0,18,0,0,77,21,28,0,11
33,Female,ff756141-a321-4719-abba-d90ef4af79fc,0,7,0,0,0,14,12,0,0,0,15,0,0,0,18,26,13,0,37,21
93,Male,1ae89c99-e136-438b-adf6-41951a46d868,0,0,0,0,0,0,0,0,0,0,17,0,0,0,74,12,0,27,42,17
35,Female,b437ee71-e6e3-455d-974c-5c98bdfd481b,0,0,0,0,0,12,0,0,0,0,61,0,0,0,6,8,0,12,24,0
60,Male,5bc609fa-0084-49a8-b96d-16e03099869a,0,10,0,0,0,14,0,15,7,0,26,7,0,0,0,15,0,17,3,0
40,Male,b55c79f7-8f30-493d-8980-00942402ef91,2,3,0,0,0,0,0,4,0,0,35,0,0,0,20,0,46,15,45,0
78,Female,a40a1ff5-57d0-490e-811f-f1846f3de98d,0,16,0,0,0,8,0,0,0,0,18,0,0,0,8,22,15,20,24,7
72,Female,dcf502b8-2e9b-4600-bbcc-40ae34ee18e8,0,14,0,0,0,80,13,0,0,10,36,0,0,0,4,9,0,7,16,0
47,Male,ce0a6403-e725-46f6-9704-e1620476fda1,0,3,0,0,0,0,12,0,17,0,0,0,0,0,67,6,0,0,55,0
8,Male,e33b6084-64e0-416d-ae3f-cf4047b846f2,0,0,0,0,0,17,0,0,8,0,0,0,0,0,0,15,0,35,28,7
45,Male,5569fd3f-e394-49da-87d8-df7466e1e9a7,0,0,0,0,0,0,0,0,0,16,9,0,0,0,0,12,0,21,60,0
30,Female,7afc656f-c938-458f-b38b-027d519b85b1,56,0,0,0,14,0,0,0,0,17,0,16,0,0,12,19,0,11,37,19
84,Female,f6842f1b-96e4-4127-b5d0-fd8475ba831e,0,0,0,0,0,75,0,8,0,0,20,0,18,0,0,43,0,14,9,15
2,Female,df3861f3-d086-4091-bc62-62117c13b85b,0,21,0,0,0,0,14,13,0,0,14,0,17,0,0,11,0,7,76,21
18,Male,14932832-c9b5-4949-8340-e98d1a43e067,0,15,0,0,0,0,0,0,4,0,47,17,0,0,0,66,0,0,6,4
54,Male,03af4774-34b0-4cb1-9385-4f57848b0464,0,13,8,0,10,4,0,16,9,0,0,0,0,0,3,13,64,17,26,0
91,Male,f11d10e7-ab33-4726-964b-88798a251fb9,0,0,0,0,0,7,7,5,5,7,0,0,0,0,0,22,13,15,26,17
59,Female,8c47e96b-efc1-45df-b346-8bf1a3618104,0,0,0,0,0,14,7,3,4,0,19,0,0,0,5,103,0,0,6,0
23,Male,51dca008-255d-4824-9b04-634eddd39687,0,5,0,0,0,19,12,0,14,0,0,0,6,0,5,34,0,2,44,16
32,Male,a32f1252-c4fc-4a09-8202-559781e499ca,0,10,0,0,0,0,12,0,0,0,81,0,0,0,0,46,17,15,14,12
80,Female,2770e05c-9e98-4166-b0df-2b0cb7755837,0,0,0,0,0,19,0,0,0,2,0,0,0,0,0,51,6,0,45,1
80,Female,0a97bd93-5c63-4151-ae0c-7e83cd8a0d83,0,0,0,0,0,6,0,0,0,0,25,0,0,0,0,39,0,0,0,43
1,Female,7c76a530-5269-4604-b46a-e325b304ab93,0,16,0,0,15,8,0,0,17,0,16,0,0,0,0,25,0,14,13,6
47,Female,5506d47b-4cbc-482d-a93e-f108daa58334,7,0,0,0,0,30,0,0,11,0,9,0,0,0,16,0,0,37,11,11
49,Female,3c1dd874-6695-4f3d-8dc4-f4003fa24d0e,0,22,0,0,0,86,0,0,0,0,0,0,0,0,0,14,0,8,71,30
46,Female,4ee0e190-6fc2-4a91-83eb-f4b3f045aec9,0,0,0,0,0,13,0,0,0,0,0,11,4,0,2,8,0,0,37,16
46,Male,c5901b7f-9ebc-408b-a385-0058fbf1e5a1,0,6,0,0,0,0,2,2,0,0,22,0,0,0,28,36,0,27,20,0
72,Female,f7e1469c-3244-4295-bb6b-461ca530c05a,0,0,0,0,0,3,13,0,0,0,47,0,18,0,36,19,0,0,31,5
53,Female,6e98e6f2-87a1-4da0-b079-bc6aaf502f43,0,9,0,0,0,6,11,0,0,0,18,0,37,0,9,32,0,7,36,0
58,Female,d5e8625e-cc41-4bc9-b9e3-d46ba470ce18,0,23,0,0,0,19,22,43,0,0,6,0,0,0,0,60,0,5,15,0
80,Female,69847228-4689-4d10-9d38-6801666ed9be,0,29,0,0,0,11,0,19,11,0,7,0,0,0,14,29,0,29,9,0
85,Male,adf91043-f7d0-4f87-9762-bb277d41b59a,0,29,0,0,0,31,6,0,0,0,22,0,0,0,0,26,0,24,73,0
47,Male,b1a5050f-6c0c-453f-ba00-80edeaa38e15,0,12,0,0,0,9,0,18,0,0,0,0,0,0,4,33,0,0,36,52
95,Female,2a7e7e61-85f3-4858-9f7e-6fa6eb563a68,0,0,0,0,0,0,15,0,21,0,0,0,0,0,0,28,8,0,46,8
